X,Y,OBJECTID,carr_way_no,road_id,road_name,start_name,end_name,location,latest,count_date,peak_hour,count_duration,adt,peaktraffic,pccar,pclcv,pcmcv,pchcvi,pchcvii,pcbus,pcheavy,NZTMX,NZTMY
1772693.335,5896034.141,6241,3944,60096,EAST ST (PAPAKURA),WOOD ST,WELLINGTON ST,683,Yes,2011/06/08 00:00:00+00,8:00,7D,,,,,,,,,,1772693.335,5896034.141
1772676,5895899.789,6242,3945,60096,EAST ST (PAPAKURA),WELLINGTON ST,NELSON ST,819,Yes,1991/04/02 00:00:00+00,12:00,,891,149,86,8,3,2,1,0,6,1772676,5895899.789
1772191.891,5894649.65,6243,3619,60098,EDINBURGH AVE,JUPITER ST,TAIRERE CRES,302,Yes,2003/03/14 00:00:00+00,,,1456,,97,2,1,0,0,0,1,1772191.891,5894649.65
1772305.734,5896305.644,6244,3229,60117,GREEN ST (PAPAKURA),QUEEN ST,ELLIOT ST,262,Yes,1996/12/11 00:00:00+00,18:00,,,,,,,,,,,1772305.734,5896305.644
1773460.924,5897470.724,6245,3244,60119,GROVE RD (PAPAKURA),SUNBURST ST,MATHESON ST,654,Yes,1993/07/28 00:00:00+00,18:00,,,,,,,,,,,1773460.924,5897470.724
1773157.15,5898284.444,6246,3226,60119,GROVE RD (PAPAKURA),CORKILL PL,BATTALION DR,1525,Yes,2000/10/31 00:00:00+00,18:00,,,,,,,,,,,1773157.15,5898284.444
1774182.054,5895663.282,6247,3368,60129,HUNUA RD (PAPAKURA),CALVERT ST,PARKER ST,376,Yes,2011/06/09 00:00:00+00,7:00,7D,,,,,,,,,,1774182.054,5895663.282
1774170.808,5896379.988,6248,2936,60141,KELVIN RD (PAPAKURA),SHEEHAN AVE,RESOLUTE WAY,701,Yes,2006/04/02 00:00:00+00,,,4360,,97,1,1,1,0,0,2,1774170.808,5896379.988
1774203.172,5896157.002,6249,2937,60141,KELVIN RD (PAPAKURA),RESOLUTE WAY,SETTLEMENT RD,927,Yes,1983/11/10 00:00:00+00,18:00,,3062,365,86,8,3,2,1,0,6,1774203.172,5896157.002
1773791.342,5896250.23,6250,3185,60148,LAURIE AVE (PAPAKURA),WILLIS RD,SETTLEMENT RD,268,Yes,2011/06/08 00:00:00+00,8:00,7D,,,,,,,,,,1773791.342,5896250.23
1773008.569,5896551.194,6251,3567,60159,MARGARET ST (PAPAKURA),PRICTOR ST,END (GATE),76,Yes,2007/03/12 00:00:00+00,,,6024,,95,1,2,1,1,0,4,1773008.569,5896551.194
1771907.613,5895845.239,6252,3149,60170,MOSSFORD GREEN,HARTFIELD RISE,RAY SMALL DR,140,Yes,2007/05/12 00:00:00+00,,,653,,98,1,1,0,0,0,1,1771907.613,5895845.239
1773315.022,5895912.689,6253,3600,60176,ONSLOW RD (PAPAKURA),RON KEAT DR,MARNE RD,383,Yes,2011/06/08 00:00:00+00,8:00,7D,,,,,,,,,,1773315.022,5895912.689
1773053.432,5896649.432,6254,2912,60193,PRICTOR ST,MARGARET ST,VERNON ST,230,Yes,2007/03/12 00:00:00+00,,,6024,,86,8,3,2,1,0,6,1773053.432,5896649.432
1773012.198,5896761.787,6255,2914,60193,PRICTOR ST,VERNON ST,INGRAM ST,350,Yes,2007/11/14 00:00:00+00,,,8878,,95,1,2,1,1,0,4,1773012.198,5896761.787
1772534.657,5896555.803,6256,3119,60195,QUEEN ST (PAPAKURA),GREAT SOUTH RD (RHS),EAST ST,56,Yes,2005/08/15 00:00:00+00,,,8370,,95,1,2,1,0,,3,1772534.657,5896555.803
1772469.034,5896517.466,6257,3116,60195,QUEEN ST (PAPAKURA),EAST ST,WOOD ST (LHS),132,Yes,1991/02/15 00:00:00+00,17:00,,2397,282,86,8,3,2,1,0,6,1772469.034,5896517.466
1772148.127,5896331.318,6258,3118,60195,QUEEN ST (PAPAKURA),RAY SMALL DR,WHARF ST,503,Yes,1998/02/21 00:00:00+00,12:00,,,,,,,,,,,1772148.127,5896331.318
1772894.967,5896345.082,6259,4002,60197,RAILWAY ST WEST (BROADWAY  ONSLOW),CLEVEDON RD,AVERILL ST,48,Yes,2003/04/15 00:00:00+00,16:00,,6739,695,94,1,4,1,0,0,5,1772894.967,5896345.082
1773144.581,5895886.032,6260,2909,60197,RAILWAY ST WEST (BROADWAY  ONSLOW),CHAPEL ST,ONSLOW RD,572,Yes,1984/09/11 00:00:00+00,17:00,,1441,259,86,8,3,2,1,0,6,1773144.581,5895886.032
1776238.188,5895751.455,6261,3095,60199,RED HILL RD (PAPAKURA),GIBBS CRES,SETTLEMENT RD (POWERPOLE RHS),1228,Yes,2000/06/20 00:00:00+00,,,,,,,,,,,,1776238.188,5895751.455
1774100.825,5896908.985,6262,3088,60209,ROLLERSON ST,CROSS ST,BUSING AVE,413,Yes,1987/08/14 00:00:00+00,18:00,,418,60,86,8,3,2,1,0,6,1774100.825,5896908.985
1772120.845,5895015.279,6263,3750,60212,ROSEHILL DR,EDINBURGH AVE,CHICHESTER DR,604,Yes,2003/06/06 00:00:00+00,,,2087,,95,1,3,1,0,0,4,1772120.845,5895015.279
1771544.325,5896111.935,6264,3761,60217,RUSHGREEN AVE,THE LEA,WESTHOLM WAY,275,Yes,2007/10/09 00:00:00+00,,,1328,,98,1,1,0,0,0,1,1771544.325,5896111.935
1774368.508,5896564.548,6265,3089,60221,SHEEHAN AVE,VALENTINE ST,MAURICE ST,504,Yes,1987/08/24 00:00:00+00,18:00,,2409,262,,,,,,,,1774368.508,5896564.548
1773371.734,5896948.369,6266,3734,60224,SHIRLEY AVE,CAMPBELL PL,INGRAM ST,288,Yes,2007/07/16 00:00:00+00,,,926,,97,1,2,0,0,0,2,1773371.734,5896948.369
1773354.933,5895350.62,6267,3768,60225,SHORT ST (PAPAKURA),OPAHEKE RD,GREENHAVEN AVE,260,Yes,2007/10/09 00:00:00+00,,,1258,,97,1,1,1,0,0,2,1773354.933,5895350.62
1773637.446,5895932.015,6268,3017,60226,SMITHS AVE,SETTLEMENT RD,BATES ST,16,Yes,1991/03/19 00:00:00+00,18:00,,1420,198,86,8,3,2,1,0,6,1773637.446,5895932.015
1773788.934,5895664.623,6269,3065,60226,SMITHS AVE,BATES ST,CALVERT ST,323,Yes,2007/05/04 00:00:00+00,,,928,,97,1,2,0,0,0,2,1773788.934,5895664.623
1773138.897,5896828.766,6270,3064,60227,SNELL AVE,INGRAM ST,KEENEY CRT,86,Yes,2005/10/09 00:00:00+00,,,359,,98,1,1,0,0,0,1,1773138.897,5896828.766
1773412.826,5895072.755,6271,3799,60237,TASMAN DR,REMBRANDT PL,GREENHAVEN AVE,220,Yes,2007/10/09 00:00:00+00,,,547,,97,1,1,1,0,0,2,1773412.826,5895072.755
1774515.006,5896635.586,6272,3831,60245,VALENTINE ST,MOUNTBATTEN PL,SHEEHAN AVE,756,Yes,1998/10/06 00:00:00+00,17:00,,,,,,,,,,,1774515.006,5896635.586
1772750.598,5895983.786,6273,3851,60251,WELLINGTON ST (PAPAKURA),GREAT SOUTH RD (LHS),EAST ST,60,Yes,2007/11/10 00:00:00+00,,,3386,,89,3,2,5,1,0,8,1772750.598,5895983.786
1773238.048,5896431.787,6274,3856,60257,WILLIS RD,MARNE RD RAB,ALPHA ST,43,Yes,2003/06/06 00:00:00+00,15:00,,6394,698,98,1,1,0,0,0,1,1773238.048,5896431.787
1770315.45,5898928.522,6275,2884,60291,BEAUMARIS WAY,GREAT SOUTH RD,TULLOCH PL,23,Yes,1990/09/18 00:00:00+00,18:00,,,,,,,,,,,1770315.45,5898928.522
1770254.575,5898717.456,6276,3015,60291,BEAUMARIS WAY,BALGOWAN TCE,COROLU PL,250,Yes,1995/04/20 00:00:00+00,18:00,,,,,,,,,,,1770254.575,5898717.456
1769956.218,5898468.772,6277,34032,60293,BRYLEE DR,WALTER STREVENS RAB,PALANDO PL,33,Yes,1999/11/07 00:00:00+00,9:00,,,,,,,,,,,1769956.218,5898468.772
1770157.391,5897938.656,6278,3642,60318,EVANDA CRES,WALTER STREVENS DR (NORTH),WALTER STREVENS DR (SOUTH),400,Yes,2010/05/20 00:00:00+00,,7D,256,,86,8,3,2,1,0,6,1770157.391,5897938.656
1774046.429,5891644.145,6279,3662,60322,FITZGERALD RD (DRURY),WAIHOEHOE RD,BROOKFIELD RD,148,Yes,2004/04/04 00:00:00+00,,,1676,,85,3,3,2,7,0,12,1774046.429,5891644.145
1774213.837,5890684.914,6280,3658,60322,FITZGERALD RD (DRURY),BROOKFIELD RD,FIELDING RD,1200,Yes,2006/08/12 00:00:00+00,,,1406,,80,3,3,3,11,0,17,1774213.837,5890684.914
1775228.352,5889893.442,6281,3660,60322,FITZGERALD RD (DRURY),COSSEY RD,DRURY HILLS RD,2500,Yes,2008/08/28 00:00:00+00,,,1270,,84,4,3,5,4,0,12,1775228.352,5889893.442
1774521.24,5890893.983,6282,3653,60323,FIELDING RD (DRURY),WAIHOEHOE RD,FITZGERALD RD,583,Yes,1999/11/15 00:00:00+00,19:00,,,,,,,,,,,1774521.24,5890893.983
1771225.349,5898126.113,6283,3693,60327,GLENORA RD,GREAT SOUTH RD,TAKANINI RD (APEX),12,Yes,1990/09/18 00:00:00+00,12:00,,,,,,,,,,,1771225.349,5898126.113
1770773.907,5898426.341,6284,3700,60328,GRAHAM RD (TAKANINI),GREAT SOUTH RD,WAIMANA RD,60,Yes,2008/02/28 00:00:00+00,,,2141,,92,3,3,2,0,0,5,1770773.907,5898426.341
1770675.658,5898326.08,6285,3699,60328,GRAHAM RD (TAKANINI),WAIMANA RD,WAIARI RD,200,Yes,2010/03/21 00:00:00+00,,7D,1809,,86,8,3,2,1,0,6,1770675.658,5898326.08
1772861.474,5893702.625,6286,3681,60333,GATLAND RD,GREAT SOUTH RD,WIDTH CHANGE (DOUBLE SUMP RHS),250,Yes,2010/07/22 00:00:00+00,,7D,298,,86,8,3,2,1,0,6,1772861.474,5893702.625
1773049.489,5891753.855,6287,2918,60352,NORRIE RD,FIRTH ST,CREEK ST (POWERPOLE LHS),406,Yes,2011/06/13 00:00:00+00,12:00,7D,,,,,,,,,,1773049.489,5891753.855
1770354.611,5899389.54,6288,3155,60353,OAKLEIGH AVE,HITCHCOCK RD,SPARTAN RD,430,Yes,2010/06/11 00:00:00+00,,7D,2765,,86,8,3,2,1,0,6,1770354.611,5899389.54
1770747.533,5898984.897,6289,2915,60354,PRINCESS ST,MANUROA RD,STATION RD,100,Yes,2008/03/07 00:00:00+00,,,1345,,97,1,2,0,0,0,2,1770747.533,5898984.897
1773014.09,5900736.318,6290,3369,60358,PHILLIP RD,MILL RD,END,200,Yes,2006/07/23 00:00:00+00,,,275,,91,2,3,2,2,0,7,1773014.09,5900736.318
1775469.232,5889306.901,6291,3108,60363,RAMARAMA RD (DRURY),QUARRY RD RAB,MAKETU RD,100,Yes,2011/06/13 00:00:00+00,16:00,7D,1077,100,35,1,6,45,,0,51,1775469.232,5889306.901
1769990.975,5899406.885,6292,3769,60372,SPARTAN RD,GREAT SOUTH RD,CENTRE RAIL CROSSING,100,Yes,2010/03/21 00:00:00+00,,7D,4348,,86,2,5,2,,,7,1769990.975,5899406.885
1770740.986,5899611.172,6293,2885,60372,SPARTAN RD,RAWSON WAY,TAKANINI SCHOOL RD (LHS),885,Yes,2011/06/08 00:00:00+00,15:00,7D,3531,291,96,0,3,0,,0,3,1770740.986,5899611.172
1773566.402,5892848.517,6294,3783,60374,SUTTON RD (DRURY),MURRAY ST,CENTRE RAIL CROSSING,565,Yes,1997/03/14 00:00:00+00,17:00,,,,,,,,,,,1773566.402,5892848.517
1771236.386,5898039.519,6295,3810,60375,THE FURLONG,GREAT SOUTH RD,END,50,Yes,2004/12/06 00:00:00+00,,,982,,86,3,6,4,1,0,11,1771236.386,5898039.519
1771137.557,5898388.422,6296,2878,60376,TAKANINI RD,TAKA ST,BEACH RD,414,Yes,1994/08/22 00:00:00+00,18:00,,,,,,,,,,,1771137.557,5898388.422
1770895.382,5898685.829,6297,3786,60379,TAKA ST,CENTRE RAIL CROSSING,TAKANINI SCHOOL/KAURI HEART RAB,241,Yes,1991/01/29 00:00:00+00,17:00,,2753,305,86,8,3,2,1,0,6,1770895.382,5898685.829
1771179.778,5898803.7,6298,40555,60380,TAKANINI SCHOOL RD,TAKANINI/KAURI HEART RAB,AIRFIELD RD,14,Yes,2008/02/19 00:00:00+00,,,4399,,96,1,2,1,0,0,3,1771179.778,5898803.7
1771006.896,5899363.099,6299,40565,60380,TAKANINI SCHOOL RD,NANCY WAKE ST,REDING ST,598,Yes,2000/12/17 00:00:00+00,8:00,,,,,,,,,,,1771006.896,5899363.099
1770958.615,5899520.779,6300,40560,60380,TAKANINI SCHOOL RD,REDING ST,SPARTAN RD,763,Yes,2011/06/08 00:00:00+00,16:00,7D,2208,207,96,0,3,0,,0,3,1770958.615,5899520.779
1773505.176,5891868.877,6301,3818,60381,TUI ST (DRURY),WAIHOEHOE RD,END,17,Yes,2000/11/22 00:00:00+00,21:00,,,,,,,,,,,1773505.176,5891868.877
1770565.373,5898567.838,6302,2873,60386,WAIMANA RD,WALTER STREVENS DR,KIRRAMA PL,15,Yes,1999/10/10 00:00:00+00,,,,,,,,,,,,1770565.373,5898567.838
1770273.581,5899615.995,6303,3857,60389,WESTBROOK AVE,SPARTAN RD,RANGI RD,142,Yes,2008/02/19 00:00:00+00,,,1601,,85,2,6,5,2,0,13,1770273.581,5899615.995
1773513.426,5891852.413,6304,2741,60390,WAIHOEHOE RD (DRURY),GREAT SOUTH RD RAB,FLANAGAN RD,59,Yes,2004/10/09 00:00:00+00,,,4879,,84,5,2,5,4,0,11,1773513.426,5891852.413
1774441.329,5894224.663,6305,2847,60391,WALKER RD (DRURY),OPAHEKE RD,END,567,Yes,1991/09/19 00:00:00+00,14:00,,12,11,81,9,3,4,3,0,10,1774441.329,5894224.663
1774731.661,5891597.473,6306,2844,60394,APPLEBY RD (DRURY),WAIHOEHOE RD,HARRY DODD RD,150,Yes,2008/09/08 00:00:00+00,,,664,,,,,,,,,1774731.661,5891597.473
1775519.761,5892119.209,6307,2842,60394,APPLEBY RD (DRURY),HARRY DODD RD,COSSEY RD,1472,Yes,2008/09/08 00:00:00+00,,,266,,,,,,,,,1775519.761,5892119.209
1776094.135,5887975.518,6308,3310,60398,DAVIES RD (DRURY),PEACH HILL RD,WILLOW RD,419,Yes,1999/09/21 00:00:00+00,,,,,,,,,,,,1776094.135,5887975.518
1775865.93,5890933.635,6309,2830,60400,DRURY HILLS RD,MACWHINNEY DR,WAIHOEHOE RD,1382,Yes,1999/08/10 00:00:00+00,8:00,,,,,,,,,,,1775865.93,5890933.635
1775814.231,5891272.704,6310,2831,60400,DRURY HILLS RD,WAIHOEHOE RD,ELIZABETH PL,1727,Yes,1999/08/10 00:00:00+00,9:00,,,,,,,,,,,1775814.231,5891272.704
1774369.835,5889465.657,6311,3264,60401,HARRISON RD (DRURY),QUARRY RD,END,118,Yes,1991/09/13 00:00:00+00,19:00,,57,11,81,9,3,4,3,0,10,1774369.835,5889465.657
1780722.384,5896335.471,6312,2823,60406,JONES RD (RED HILL),GARVIE RD (POLE LHS),CREIGHTONS RD,3423,Yes,1991/09/02 00:00:00+00,16:00,,23,9,81,9,3,4,3,0,10,1780722.384,5896335.471
1774972.456,5889047.158,6313,2819,60407,MAKETU RD,QUARRY RD,RAMARAMA RD,212,Yes,2004/05/07 00:00:00+00,,,42,,89,0,9,1,1,0,11,1774972.456,5889047.158
1771098.726,5890018.925,6314,3177,60408,OIRA RD,SH 22,END (CULVERT RHS),62,Yes,1999/11/25 00:00:00+00,13:00,,,,,,,,,,,1771098.726,5890018.925
1769805.202,5894632.598,6315,3176,60413,OAKLAND RD,HINGAIA RD,TRENTON AVE,250,Yes,2006/05/09 00:00:00+00,,,2073,,97,1,1,0,,0,1,1769805.202,5894632.598
1769572.893,5894974.813,6316,3174,60413,OAKLAND RD,HAYFIELD WAY,DERBYSHIRE LANE,662,Yes,2005/04/02 00:00:00+00,,,575,,95,3,2,0,0,0,2,1769572.893,5894974.813
1771164.236,5900734.327,6317,3780,60450,TAIPAN PL,PORCHESTER RD,END,73,Yes,2000/12/07 00:00:00+00,19:00,,,,,,,,,,,1771164.236,5900734.327
1775770.778,5890171.573,6318,3376,60466,MACWHINNEY DR,DRURY HILLS RD,END,42,Yes,2000/11/22 00:00:00+00,9:00,,,,,,,,,,,1775770.778,5890171.573
1780080.285,5897530.741,6319,2740,60469,CHERRINGTON RD,CREIGHTONS RD,END,313,Yes,1991/08/26 00:00:00+00,12:00,,41,17,81,9,3,4,3,0,10,1780080.285,5897530.741
1769545.227,5894836.705,6320,3269,60491,HAYFIELD WAY,OAKLAND RD,TUMU RD,100,Yes,2005/04/02 00:00:00+00,,,1415,,96,0,2,1,0,,3,1769545.227,5894836.705
1774981.419,5890247.561,6321,3534,60534,COSSEY RD (SOUTH),FITZGERALD RD,WAIHOEHOE RD,66,Yes,1999/09/15 00:00:00+00,13:00,,,,,,,,,,,1774981.419,5890247.561
1785633.188,5883441.726,6322,1609,70029,AXTENS RD,PAPARATA RD,END,1016,Yes,2006/11/06 00:00:00+00,10:00,,47,9,81,9,3,4,3,0,10,1785633.188,5883441.726
1746595.183,5882271.453,6323,1607,70030,B.WESTHEAD RD,KOHEKOHE-KARIOITAHI RD,END,20,Yes,2004/02/11 00:00:00+00,16:00,,63,12,94,2,4,0,0,0,4,1746595.183,5882271.453
1760080.223,5880940.164,6324,2266,70037,BASSETT RD (GLENBROOK),QUINN RD,FINDLAY RD,97,Yes,2005/10/31 00:00:00+00,8:00,,249,26,93,2,3,2,0,0,5,1760080.223,5880940.164
1752560.286,5885536.69,6325,1586,70042,BEACH RD (GLENBROOK BEACH),GLENBROOK BEACH RD,SECOND AVE,34,Yes,2009/12/04 00:00:00+00,1400,7D,387,40,96,1,3,0,0,0,3,1752560.286,5885536.69
1745242.63,5899288.591,6326,1565,70049,BIG BAY RD,MCKINNON RD,START ISLAND RHS,3480,Yes,2004/10/07 00:00:00+00,15:00,,62,39,86,8,3,2,1,0,6,1745242.63,5899288.591
1752248.331,5887952.014,6327,1526,70063,BOYD RD,WHARF RD,END,50,Yes,2012/02/24 00:00:00+00,1800,,118,17,94,3,2,1,0,0,3,1752248.331,5887952.014
1768478.293,5883537.634,6328,1473,70083,BUTCHER RD,SH 22,WIDTH CHANGE (START K&C),55,Yes,2008/06/04 00:00:00+00,16:00,,280,39,98,1,1,0,0,0,1,1768478.293,5883537.634
1767345.358,5878976.68,6329,2286,70087,CALCUTTA RD,MIDDLETON RD,BLAKE RD,618,Yes,2006/06/09 00:00:00+00,13:00,,56,10,94,1,4,1,0,0,5,1767345.358,5878976.68
1755165.483,5877481.682,6330,1467,70090,CAMERON RD (WAIUKU),GLENBROOK-WAIUKU RD,END,65,Yes,2012/02/14 00:00:00+00,1700,,100,15,93,5,2,0,0,0,2,1755165.483,5877481.682
1753833.226,5874672.41,6331,372,70099,CEMETERY RD (WAIUKU),WAIUKU-OTAUA RD,GEORGE ST,583,Yes,2008/06/04 00:00:00+00,16:00,,760,99,88,5,3,3,1,0,7,1753833.226,5874672.41
1765466.335,5889161.131,6332,399,70102,CHARLES RD,LEWIS RD,MUIR RD,1915,Yes,2011/02/14 00:00:00+00,800,,741,97,90,3,5,2,0,0,7,1765466.335,5889161.131
1762354.628,5892480.738,6333,1425,70105,CLARK RD (KARAKA),KIDD RD,EWEN PL,101,Yes,2005/10/25 00:00:00+00,18:00,,151,25,93,3,2,2,0,0,4,1762354.628,5892480.738
1751782.96,5888753.113,6334,1419,70107,CLARKS BEACH RD,SPEED RESTRICTION,STEVENSON RD (POWERPOLE RHS),4585,Yes,2009/11/16 00:00:00+00,2100,7D,2346,484,94,3,2,1,0,0,3,1751782.96,5888753.113
1751746.147,5888793.145,6335,1418,70107,CLARKS BEACH RD,STEVENSON RD (POWERPOLE RHS),TORKAR RD (FIRE HYDRANT LHS),4650,Yes,2011/01/04 00:00:00+00,800,,956,105,96,2,2,0,0,0,2,1751746.147,5888793.145
1755166.716,5877025.461,6336,1397,70116,COLLINGWOOD RD,HYLAND PL,CORNWALL RD,990,Yes,2011/06/11 00:00:00+00,1600,,6000,745,85,10,2,1,2,0,5,1755166.716,5877025.461
1757191.544,5884336.371,6337,1391,70118,CONROY RD,GLENBROOK RD,SANCTUARY DR (START CULVERT LHS),1172,Yes,2007/05/11 00:00:00+00,13:00,,26,15,81,9,3,4,3,0,10,1757191.544,5884336.371
1755225.364,5876323.747,6338,1378,70123,CORNWALL RD (WAIUKU),WIDTH CHANGE (CULVERT LHS),RAIL CROSSING,239,Yes,2009/11/25 00:00:00+00,1700,7D,1793,208,93,2,3,1,1,0,5,1755225.364,5876323.747
1782796.412,5892329.963,6339,1369,70128,COWAN RD,HEALD RD,BROKEN BRIDGE RD (POWERPOLE LHS),2430,Yes,2011/02/14 00:00:00+00,1800,,68,10,95,3,2,0,0,0,2,1782796.412,5892329.963
1768443.658,5884714.34,6340,1357,70136,CROWN RD (PUKEKOHE),SH 22,TUHIMATA RD,552,Yes,2008/05/11 00:00:00+00,8:00,,720,133,91,3,4,2,0,0,6,1768443.658,5884714.34
1763425.853,5884458.894,6341,2297,70137,CUFF RD,GLENBROOK RD,WOODHOUSE RD,1704,Yes,2007/09/01 00:00:00+00,10:00,,180,29,87,5,3,4,1,0,8,1763425.853,5884458.894
1775651.251,5887464.443,6342,1350,70138,DALE RD (RAMARAMA),ARARIMU RD,END,50,Yes,1997/11/16 00:00:00+00,,,152,,86,8,3,2,1,0,6,1775651.251,5887464.443
1776130.481,5887608.227,6343,1346,70139,DAVIES RD (RAMARAMA),ARARIMU RD,PEACH HILL RD,49,Yes,2006/11/26 00:00:00+00,7:00,,224,29,91,3,4,2,0,0,6,1776130.481,5887608.227
1761695.664,5882945.794,6344,1344,70140,DAY RD (PATUMAHOE),BOWKER RD,COSTELLO RD,791,Yes,2005/10/25 00:00:00+00,7:00,,105,16,95,2,3,0,0,0,3,1761695.664,5882945.794
1767203.929,5879781.038,6345,1332,70149,DOMAIN RD (PUKEKOHE),WAIUKU RD,MCNALLY RD,80,Yes,2006/11/28 00:00:00+00,11:00,,200,24,85,3,6,2,,0,8,1767203.929,5879781.038
1766064.266,5879464.233,6346,1322,70153,DOUGLAS RD (PUKEKOHE),WAIUKU RD,POLLOCK RD,540,Yes,2006/11/06 00:00:00+00,7:00,,137,23,89,2,6,2,1,0,9,1766064.266,5879464.233
1765235.148,5879689.63,6347,2312,70165,EDEN RD,PATUMAHOE RD,DOUGLAS RD,116,Yes,2006/06/09 00:00:00+00,8:00,,163,25,84,2,7,6,1,0,14,1765235.148,5879689.63
1762209.947,5892416.592,6348,1269,70169,ELLETT RD,KIDD RD (AT TEE),BRIAN WOOD LANE (SIGN),60,Yes,2012/02/13 00:00:00+00,1700,,516,62,91,4,4,1,0,0,5,1762209.947,5892416.592
1778157.974,5883538.343,6349,2318,70172,FAHEY RD,CASCADE RD,WOOTTEN RD,1418,Yes,2006/05/11 00:00:00+00,8:00,,62,12,97,1,2,0,0,0,2,1778157.974,5883538.343
1784130.711,5895470.368,6350,1249,70174,FALLS RD (HUNUA),WHITE RD,MASSEYS RD,70,Yes,2010/05/08 00:00:00+00,1500,,229,60,88,4,6,2,0,0,8,1784130.711,5895470.368
1761062.456,5881318.124,6351,1236,70180,FINDLAY RD,MAUKU RD,BASSETT RD,50,Yes,2007/11/27 00:00:00+00,14:00,,491,57,94,2,3,1,0,0,4,1761062.456,5881318.124
1767060.075,5879508.221,6352,2320,70191,FOY RD,WAIUKU RD SLIP,BLAKE RD,60,Yes,2007/05/07 00:00:00+00,16:00,,185,28,87,2,6,4,1,0,11,1767060.075,5879508.221
1782646.725,5895605.839,6353,1279,70198,GARVIE RD,JONES RD,JOHN HILL RD (POWERPOLE RHS),1671,Yes,2006/05/11 00:00:00+00,12:00,,96,22,87,4,6,2,1,0,9,1782646.725,5895605.839
1758017.604,5882235.36,6354,2608,70203,GEARON RD,GLENBROOK RD,QUINN RD (START CULVERT RHS),933,Yes,2007/11/27 00:00:00+00,17:00,,472,56,91,3,3,2,1,0,6,1758017.604,5882235.36
1758029.101,5881473.26,6355,2607,70203,GEARON RD,QUINN RD (START CULVERT RHS),GLENBROOK STATION RD,1690,Yes,2011/08/11 00:00:00+00,1600,,151,21,92,3,2,2,1,0,5,1758029.101,5881473.26
1785968.412,5891093.761,6356,1194,70204,GELLING RD,HUNUA RD,NAIRN RD,440,Yes,2011/02/14 00:00:00+00,1600,,512,62,87,5,4,3,1,0,8,1785968.412,5891093.761
1784674.915,5890734.755,6357,1195,70204,GELLING RD,NAIRN RD,ALDRIDGE RD,1800,Yes,2011/12/08 00:00:00+00,1700,,478,68,76,4,18,2,0,0,20,1784674.915,5890734.755
1756271.336,5882298.382,6358,2616,70219,GLENBROOK STATION RD,COLLIE RD,GLENBROOK RD,4194,Yes,1999/01/27 00:00:00+00,,,784,,81,9,3,4,3,0,10,1756271.336,5882298.382
1744862.287,5897310.06,6359,1132,70225,GRAHAMS BEACH RD,ORUA BAY RD,MARSHALL RD (POWERPOLE LHS),1628,Yes,2007/11/27 00:00:00+00,14:00,,375,80,90,5,3,1,1,0,5,1744862.287,5897310.06
1746836.017,5897277.844,6360,2623,70225,GRAHAMS BEACH RD,BIG BAY RD,START K&C (LHS),3800,Yes,2009/11/25 00:00:00+00,1100,7D,117,24,87,8,3,1,1,0,5,1746836.017,5897277.844
1764271.542,5881005.755,6361,1112,70229,GUN CLUB RD,HART RD (LHS),PATUMAHOE RD,3600,Yes,2009/05/12 00:00:00+00,1700,,1691,213,91,2,4,1,2,0,7,1764271.542,5881005.755
1757145.309,5876747.247,6362,1106,70232,HALL RD (WAIUKU),WAIUKU RD,SHAKESPEARE RD,130,Yes,2006/06/09 00:00:00+00,8:00,,222,39,83,2,7,6,2,0,15,1757145.309,5876747.247
1740544.628,5893266.842,6363,1097,70233,HAMILTON RD (AWHITU),MANUKAU HEADS RD,HAMILTON RD SLIP (SIGN RHS),100,Yes,2008/01/27 00:00:00+00,13:00,,54,11,92,1,4,1,2,0,7,1740544.628,5893266.842
1740529.144,5893183.519,6364,1096,70233,HAMILTON RD (AWHITU),HAMILTON RD SLIP (SIGN RHS),END OF SEAL,185,Yes,2005/11/26 00:00:00+00,17:00,,92,15,89,2,2,4,3,0,9,1740529.144,5893183.519
1765845.289,5880894.024,6365,1078,70241,HART RD (PUKEKOHE),CORBETT RD,BRONZE RD,139,Yes,2006/06/17 00:00:00+00,16:00,,228,33,87,2,5,4,2,0,11,1765845.289,5880894.024
1752113.962,5875190.035,6366,1075,70244,HARVEY RD,CONSTABLE RD,PARK RD,50,Yes,2012/03/22 00:00:00+00,1700,,250,38,96,3,1,0,0,0,1,1752113.962,5875190.035
1782359.727,5894755.472,6367,1698,70249,HEALD RD,HUNUA RD (CULVERT RHS),HEALD RD SLIP,35,Yes,2012/03/22 00:00:00+00,700,,151,25,95,2,3,0,0,0,3,1782359.727,5894755.472
1767706.747,5883362.579,6368,1068,70250,HEIGHTS RD,BEATTY RD,OSTRICH FARM RD,1233,Yes,2008/05/11 00:00:00+00,17:00,,1899,266,90,2,3,2,3,0,8,1767706.747,5883362.579
1751937.963,5885859.993,6369,1038,70259,HILL RD (GLENBROOK BEACH),MCLARIN RD,RONALD AVE,100,Yes,2006/04/19 00:00:00+00,16:00,,403,52,90,4,4,1,1,0,6,1751937.963,5885859.993
1775106.839,5887385.545,6370,1032,70262,HILLVIEW RD,ARARIMU RD,DALE RD SOUTH (SIGN RHS),125,Yes,2012/02/14 00:00:00+00,1700,,583,82,95,3,2,0,0,0,2,1775106.839,5887385.545
